Date,Open,High,Low,Close,Adj Close,Volume
2006-04-27,1.977300,2.000100,1.967300,1.987500,1.987500,0
2006-05-04,1.987300,2.006900,1.985900,1.998100,1.998100,0
2006-05-11,1.997600,2.036400,1.990200,2.012700,2.012700,0
2006-05-18,2.012600,2.041600,1.996700,2.027600,2.027600,0
2006-05-25,2.027900,2.031400,1.991000,2.023100,2.023100,0
2006-06-01,2.023200,2.044400,1.992300,2.029800,2.029800,0
2006-06-08,2.029900,2.036100,1.979300,2.008600,2.008600,0
2006-06-15,2.008300,2.017800,1.974500,2.011700,2.011700,0
2006-06-22,2.011500,2.013900,1.973400,2.004900,2.004900,0
2006-06-29,2.004700,2.029800,1.976900,2.020300,2.020300,0
2006-07-06,2.020400,2.022000,1.978200,2.012500,2.012500,0
2006-07-13,2.011900,2.013600,1.962900,1.999300,1.999300,0
2006-07-20,1.999200,2.011200,1.967500,2.008800,2.008800,0
2006-07-27,2.008700,2.026300,1.979900,2.021500,2.021500,0
2006-08-03,2.021700,2.028700,1.988600,2.024300,2.024300,0
2006-08-10,2.024500,2.025400,1.981600,2.021200,2.021200,0
2006-08-17,2.021300,2.029600,1.986500,2.010500,2.010500,0
2006-08-24,2.010500,2.023300,1.985000,2.020100,2.020100,0
2006-08-31,2.020100,2.023600,1.980000,2.011600,2.011600,0
2006-09-07,2.012000,2.012200,1.966000,1.998800,1.998800,0
2006-09-14,1.998600,2.021800,1.973600,2.013200,2.013200,0
2006-09-21,2.013300,2.030900,1.984200,2.016300,2.016300,0
2006-09-28,2.016400,2.021200,1.980600,2.012800,2.012800,0
2006-10-05,2.013200,2.014400,1.961900,1.989200,1.989200,0
2006-10-12,1.989200,1.992700,1.947800,1.974800,1.974800,0
2006-10-19,1.975100,1.987500,1.949900,1.980600,1.980600,0
2006-10-26,1.980700,1.994100,1.955400,1.992400,1.992400,0
2006-11-02,1.992300,1.998900,1.959600,1.992900,1.992900,0
2006-11-09,1.992900,2.007100,1.966800,1.999200,1.999200,0
2006-11-16,1.999000,2.011100,1.966800,2.010200,2.010200,0
2006-11-23,1.977200,2.045500,1.976500,2.031000,2.031000,0
2006-11-30,2.030900,2.058200,2.006100,2.046400,2.046400,0
2006-12-07,2.046300,2.055500,2.006900,2.035700,2.035700,0
2006-12-14,2.035500,2.039700,1.989800,2.030700,2.030700,0
2006-12-21,2.031000,2.034300,1.991400,2.017200,2.017200,0
2006-12-28,2.016900,2.035600,1.988300,2.018000,2.018000,0
2007-01-04,2.018600,2.020600,1.961600,1.989400,1.989400,0
2007-01-11,1.989300,2.004600,1.962300,1.988400,1.988400,0
2007-01-18,1.988000,2.001800,1.959100,1.990500,1.990500,0
2007-01-25,1.990400,2.001500,1.957400,1.999400,1.999400,0
2007-02-01,1.999700,2.002600,1.955800,1.994800,1.994800,0
2007-02-08,1.994600,2.018000,1.957200,2.017500,2.017500,0
2007-02-15,2.017600,2.020600,1.982800,2.014200,2.014200,0
2007-02-22,2.013600,2.024400,1.983400,2.022700,2.022700,0
2007-03-01,2.022800,2.023200,1.975900,2.010700,2.010700,0
2007-03-08,2.010600,2.032200,1.975900,2.029700,2.029700,0
2007-03-15,2.029600,2.038900,1.999600,2.036100,2.036100,0
2007-03-22,2.036200,2.036200,1.987400,2.021000,2.021000,0
2007-03-29,2.021100,2.034100,1.993700,2.024200,2.024200,0
2007-04-05,2.024300,2.040000,1.994400,2.039200,2.039200,0
2007-04-12,2.039200,2.057400,2.013800,2.056900,2.056900,0
2007-04-19,2.057500,2.065400,2.025000,2.063000,2.063000,0
2007-04-26,2.063400,2.076900,2.035100,2.072800,2.072800,0
2007-05-03,2.073000,2.074600,2.024700,2.049200,2.049200,0
2007-05-10,2.049200,2.068000,2.017000,2.055800,2.055800,0
2007-05-17,2.055800,2.065200,2.023000,2.058200,2.058200,0
2007-05-24,2.058000,2.064300,2.023100,2.052200,2.052200,0
2007-05-31,2.052600,2.071200,2.026500,2.067900,2.067900,0
2007-06-07,2.068100,2.070400,2.023600,2.053400,2.053400,0
2007-06-14,2.053300,2.072800,2.025400,2.057300,2.057300,0
2007-06-21,2.057000,2.072200,2.031200,2.068400,2.068400,0
2007-06-28,2.067800,2.077600,2.033900,2.070200,2.070200,0
2007-07-05,2.070200,2.088300,2.040300,2.085200,2.085200,0
2007-07-12,2.084800,2.098900,2.056000,2.094100,2.094100,0
2007-07-19,2.093800,2.094200,2.043800,2.070100,2.070100,0
2007-07-26,2.070200,2.084800,2.037000,2.074200,2.074200,0
2007-08-02,2.074300,2.099100,2.048200,2.082300,2.082300,0
2007-08-09,2.083900,2.086600,2.034500,2.059900,2.059900,0
2007-08-16,2.059900,2.072100,2.030700,2.065500,2.065500,0
2007-08-23,2.065100,2.082200,2.036300,2.078200,2.078200,0
2007-08-30,2.078100,2.087100,2.045700,2.084000,2.084000,0
2007-09-06,2.083900,2.106600,2.056200,2.103000,2.103000,0
2007-09-13,2.102200,2.113000,2.068400,2.104400,2.104400,0
2007-09-20,2.104200,2.124300,2.079800,2.114800,2.114800,0
2007-09-27,2.115600,2.122400,2.062400,2.089000,2.089000,0
2007-10-04,2.088900,2.094000,2.040900,2.072900,2.072900,0
2007-10-11,2.073300,2.084800,2.047800,2.083400,2.083400,0
2007-10-18,2.083200,2.100800,2.059700,2.082800,2.082800,0
2007-10-25,2.082500,2.098000,2.076100,2.095500,2.095500,0
2007-11-01,2.095000,2.118200,2.074300,2.110000,2.110000,0
2007-11-08,2.110400,2.127800,2.082400,2.119300,2.119300,0
2007-11-15,2.119300,2.157400,2.091700,2.158400,2.158400,0
2007-11-22,2.157800,2.162000,2.104200,2.140100,2.140100,0
2007-11-29,2.139500,2.148600,2.098300,2.113200,2.113200,0
2007-12-06,2.113400,2.126500,2.080700,2.120900,2.120900,0
2007-12-13,2.120600,2.123900,2.067600,2.099900,2.099900,0
2007-12-20,2.099600,2.107000,2.085200,2.103900,2.103900,0
2007-12-27,2.103900,2.130000,2.071200,2.117300,2.117300,0
2008-01-03,2.117500,2.121200,2.073100,2.098100,2.098100,0
2008-01-10,2.098500,2.130300,2.069700,2.097100,2.097100,0
2008-01-17,2.096300,2.110000,2.067300,2.091000,2.091000,0
2008-01-24,2.091300,2.108800,2.065000,2.105000,2.105000,0
2008-01-31,2.104800,2.112400,2.044600,2.069600,2.069600,0
2008-02-07,2.069900,2.072800,2.024000,2.040100,2.040100,0
2008-02-14,2.064500,2.083400,2.039500,2.052400,2.052400,0
2008-02-21,2.052400,2.113500,2.049900,2.110000,2.110000,0
2008-02-28,2.109800,2.127100,2.080300,2.121400,2.121400,0
2008-03-06,2.097100,2.153900,2.094900,2.149100,2.149100,0
2008-03-13,2.148600,2.205900,2.121500,2.173300,2.173300,0
2008-03-20,2.172500,2.185600,2.110100,2.180700,2.180700,0
2008-03-27,2.180300,2.190000,2.124500,2.162200,2.162200,0
2008-04-03,2.162500,2.184100,2.128800,2.179900,2.179900,0
2008-04-10,2.179800,2.180800,2.103700,2.155600,2.155600,0
2008-04-17,2.155800,2.162100,2.114300,2.144000,2.144000,0
2008-04-24,2.144000,2.146000,2.095200,2.119600,2.119600,0
2008-05-01,2.106200,2.115000,2.095500,2.100900,2.100900,0
2008-05-08,2.100900,2.135400,2.096100,2.133800,2.133800,0
2008-05-15,2.133600,2.144900,2.117900,2.143800,2.143800,0
2008-05-22,2.143600,2.153000,2.130000,2.135700,2.135700,0
2008-05-29,2.135800,2.135800,2.088900,2.109000,2.109000,0
2008-06-05,2.109100,2.155400,2.097800,2.132200,2.132200,0
2008-06-12,2.132200,2.136200,2.086100,2.125300,2.125300,0
2008-06-19,2.125300,2.143900,2.101500,2.140100,2.140100,0
2008-06-26,2.140200,2.159000,2.116600,2.157900,2.157900,0
2008-07-03,2.157400,2.160900,2.107500,2.137800,2.137800,0
2008-07-10,2.137500,2.164100,2.117800,2.134400,2.134400,0
2008-07-17,2.134700,2.154800,2.114200,2.139500,2.139500,0
2008-07-24,2.139300,2.148100,2.125700,2.128900,2.128900,0
2008-07-31,2.129200,2.143900,2.125400,2.130200,2.130200,0
2008-08-07,2.131300,2.145800,2.084800,2.093000,2.093000,0
2008-08-14,2.092300,2.101800,2.054400,2.082900,2.082900,0
2008-08-21,2.082800,2.097200,2.059900,2.086300,2.086300,0
2008-08-28,2.086000,2.093100,2.051900,2.052700,2.052700,0
2008-09-04,2.076600,2.079800,2.008200,2.011700,2.011700,0
2008-09-11,2.011700,2.066400,1.998100,2.047000,2.047000,0
2008-09-18,2.046900,2.095400,2.031100,2.080900,2.080900,0
2008-09-25,2.080800,2.095300,2.006500,2.013800,2.013800,0
2008-10-02,2.013700,2.014300,1.974300,1.998400,1.998400,0
2008-10-09,2.000700,2.020800,1.950400,1.987900,1.987900,0
2008-10-16,1.986800,2.001300,1.912500,1.920900,1.920900,0
2008-10-23,1.920800,1.949000,1.860000,1.932300,1.932300,0
2008-10-30,1.932000,1.942900,1.856500,1.915300,1.915300,0
2008-11-06,1.915700,1.921800,1.879400,1.882400,1.882400,0
2008-11-13,1.882500,1.948300,1.878000,1.912200,1.912200,0
2008-11-20,1.912000,1.970800,1.893500,1.947500,1.947500,0
2008-11-27,1.947600,1.955700,1.899000,1.934900,1.934900,0
2008-12-04,1.934800,1.957200,1.900000,1.949600,1.949600,0
2008-12-11,1.949600,2.079200,1.945100,2.067700,2.067700,0
2008-12-18,2.067700,2.101700,2.007400,2.016800,2.016800,0
2008-12-25,2.015100,2.063000,1.985700,1.995500,1.995500,0
2009-01-01,1.995400,2.037800,1.969000,2.008900,2.008900,0
2009-01-08,2.008900,2.036200,1.956700,1.971900,1.971900,0
2009-01-15,1.971100,1.991100,1.933800,1.946500,1.946500,0
2009-01-22,1.945400,1.994200,1.900700,1.971900,1.971900,0
2009-01-29,1.971800,1.979300,1.902500,1.941200,1.941200,0
2009-02-05,1.941200,1.957100,1.893000,1.937800,1.937800,0
2009-02-12,1.937900,1.951100,1.908800,1.923900,1.923900,0
2009-02-19,1.923500,1.974000,1.911500,1.947800,1.947800,0
2009-02-26,1.948700,1.969600,1.928400,1.954900,1.954900,0
2009-03-05,1.954300,1.966400,1.930700,1.960200,1.960200,0
2009-03-12,1.960300,2.045200,1.951900,2.039700,2.039700,0
2009-03-19,2.039500,2.070900,2.032100,2.046900,2.046900,0
2009-03-26,2.046500,2.055500,1.996500,2.010400,2.010400,0
2009-04-02,2.011000,2.038800,1.991500,2.011000,2.011000,0
2009-04-09,2.010900,2.029000,1.977100,1.983900,1.983900,0
2009-04-16,1.984000,1.984800,1.944000,1.958300,1.958300,0
2009-04-23,1.958400,1.977600,1.945100,1.972100,1.972100,0
2009-04-30,1.972700,1.977900,1.951200,1.960900,1.960900,0
2009-05-07,1.960700,1.999500,1.934900,1.991800,1.991800,0
2009-05-14,1.991800,2.013500,1.958800,2.010600,2.010600,0
2009-05-21,2.010700,2.028000,2.003300,2.012500,2.012500,0
2009-05-28,2.013100,2.058800,2.005000,2.045900,2.045900,0
2009-06-04,2.046400,2.061200,2.015600,2.035000,2.035000,0
2009-06-11,2.034900,2.048600,2.009000,2.025200,2.025200,0
2009-06-18,2.025400,2.054300,1.997600,2.032000,2.032000,0
2009-06-25,2.031900,2.052400,2.025600,2.042000,2.042000,0
2009-07-02,2.042300,2.044500,2.004500,2.031300,2.031300,0
2009-07-09,2.031200,2.051500,2.002500,2.047200,2.047200,0
2009-07-16,2.047900,2.054400,2.038700,2.048300,2.048300,0
2009-07-23,2.043000,2.052900,2.018800,2.026300,2.026300,0
2009-07-30,2.031600,2.067300,2.030000,2.065500,2.065500,0
2009-08-06,2.062300,2.068500,2.034500,2.050900,2.050900,0
2009-08-13,2.059900,2.063700,2.042900,2.060000,2.060000,0
2009-08-20,2.052500,2.065200,2.030800,2.057800,2.057800,0
2009-08-27,2.069900,2.072100,2.049300,2.058000,2.058000,0
2009-09-03,2.052500,2.073100,2.035300,2.071600,2.071600,0
2009-09-10,2.078000,2.082800,2.069300,2.075200,2.075200,0
2009-09-17,2.085100,2.092300,2.064600,2.083800,2.083800,0
2009-09-24,2.081400,2.082100,2.062400,2.062900,2.062900,0
2009-10-01,2.056400,2.067000,2.043800,2.057000,2.057000,0
2009-10-08,2.052700,2.075500,2.044700,2.074000,2.074000,0
2009-10-15,2.074600,2.087300,2.062300,2.087000,2.087000,0
2009-10-22,2.090300,2.096300,2.062200,2.066500,2.066500,0
2009-10-29,2.067000,2.078500,2.051400,2.074400,2.074400,0
2009-11-05,2.073600,2.084900,2.064600,2.078100,2.078100,0
2009-11-12,2.078100,2.081300,2.054300,2.069500,2.069500,0
2009-11-19,2.069800,2.088900,2.048200,2.085300,2.085300,0
2009-11-26,2.084900,2.086800,2.053100,2.079200,2.079200,0
2009-12-03,2.078900,2.087400,2.042100,2.048300,2.048300,0
2009-12-10,2.048600,2.051600,2.021700,2.028700,2.028700,0
2009-12-17,2.029000,2.030400,2.000900,2.019200,2.019200,0
2009-12-24,2.019100,2.035800,2.005600,2.013800,2.013800,0
2009-12-31,2.014500,2.022500,1.995500,2.006200,2.006200,0
2010-01-07,2.006200,2.022200,1.994000,2.015100,2.015100,0
2010-01-14,2.015300,2.016300,1.972000,1.974700,1.974700,0
2010-01-21,1.974300,1.989500,1.967100,1.970600,1.970600,0
2010-01-28,1.970500,1.971900,1.944900,1.962100,1.962100,0
2010-02-04,1.961300,1.962500,1.932400,1.948400,1.948400,0
2010-02-11,1.948700,1.950200,1.910000,1.912500,1.912500,0
2010-02-18,1.912700,1.925800,1.894100,1.907900,1.907900,0
2010-02-25,1.908100,1.926800,1.888200,1.916400,1.916400,0
2010-03-04,1.916500,1.918700,1.883700,1.906700,1.906700,0
2010-03-11,1.906600,1.922600,1.904000,1.913000,1.913000,0
2010-03-18,1.912800,1.913200,1.870400,1.873500,1.873500,0
2010-03-25,1.873400,1.897200,1.859300,1.889600,1.889600,0
2010-04-01,1.889800,1.898800,1.859700,1.862300,1.862300,0
2010-04-08,1.861900,1.899600,1.852000,1.874400,1.874400,0
2010-04-15,1.874600,1.876500,1.834900,1.837300,1.837300,0
2010-04-22,1.837300,1.839400,1.804800,1.815200,1.815200,0
2010-04-29,1.814800,1.830300,1.780600,1.784400,1.784400,0
2010-05-06,1.785000,1.800700,1.739600,1.743400,1.743400,0
2010-05-13,1.742700,1.746900,1.696600,1.729000,1.729000,0
2010-05-20,1.729300,1.785900,1.714200,1.719200,1.719200,0
2010-05-27,1.718800,1.741600,1.713000,1.717600,1.717600,0
2010-06-03,1.716900,1.725800,1.684800,1.694900,1.694900,0
2010-06-10,1.694800,1.719800,1.691300,1.714600,1.714600,0
2010-06-17,1.714800,1.727100,1.693000,1.709700,1.709700,0
2010-06-24,1.709600,1.721400,1.699200,1.711000,1.711000,0
2010-07-01,1.708000,1.754200,1.707000,1.747200,1.747200,0
2010-07-08,1.747400,1.753800,1.721600,1.749400,1.749400,0
2010-07-15,1.749800,1.789100,1.748000,1.759900,1.759900,0
2010-07-22,1.760200,1.778800,1.752500,1.774800,1.774800,0
2010-07-29,1.775900,1.789800,1.767000,1.784400,1.784400,0
2010-08-05,1.778800,1.795900,1.756200,1.783400,1.783400,0
2010-08-12,1.754400,1.758600,1.734400,1.743300,1.743300,0
2010-08-19,1.737600,1.742100,1.713900,1.719500,1.719500,0
2010-08-26,1.718700,1.732400,1.713000,1.718300,1.718300,0
2010-09-02,1.724600,1.734100,1.703000,1.710300,1.710300,0
2010-09-09,1.710100,1.742100,1.696600,1.731200,1.731200,0
2010-09-16,1.740300,1.779700,1.736000,1.761300,1.761300,0
2010-09-23,1.775000,1.794400,1.765900,1.788400,1.788400,0
2010-09-30,1.795300,1.820600,1.785600,1.810200,1.810200,0
2010-10-07,1.821400,1.829200,1.803900,1.815400,1.815400,0
2010-10-14,1.819300,1.831100,1.800700,1.804500,1.804500,0
2010-10-21,1.818000,1.821500,1.794500,1.798200,1.798200,0
2010-10-28,1.796600,1.808200,1.791300,1.806000,1.806000,0
2010-11-04,1.815600,1.830800,1.765500,1.775900,1.775900,0
2010-11-11,1.772000,1.787100,1.756300,1.760100,1.760100,0
2010-11-18,1.762000,1.782700,1.743700,1.758800,1.758800,0
2010-11-25,1.744400,1.750900,1.711300,1.714800,1.714800,0
2010-12-02,1.719200,1.745800,1.713500,1.734400,1.734400,0
2010-12-09,1.741200,1.753600,1.722900,1.739500,1.739500,0
2010-12-16,1.741000,1.749100,1.711000,1.718800,1.718800,0
2010-12-23,1.711900,1.720500,1.699000,1.700200,1.700200,0
2010-12-30,1.707800,1.724800,1.697200,1.713900,1.713900,0
2011-01-06,1.699600,1.700600,1.668600,1.679400,1.679400,0
2011-01-13,1.690300,1.731600,1.686700,1.716300,1.716300,0
2011-01-20,1.726500,1.754500,1.719200,1.751300,1.751300,0
2011-01-27,1.752200,1.764000,1.745000,1.756500,1.756500,0
2011-02-03,1.757400,1.758600,1.723800,1.733500,1.733500,0
2011-02-10,1.746100,1.750300,1.721500,1.729200,1.729200,0
2011-02-17,1.735300,1.759300,1.725000,1.750600,1.750600,0
2011-02-24,1.756400,1.766000,1.748000,1.753200,1.753200,0
2011-03-03,1.759000,1.773800,1.755200,1.761800,1.761800,0
2011-03-10,1.762900,1.788600,1.751600,1.785700,1.785700,0
2011-03-17,1.783800,1.803700,1.778900,1.791100,1.791100,0
2011-03-24,1.782700,1.790000,1.769400,1.779600,1.779600,0
2011-03-31,1.781200,1.807700,1.775800,1.791700,1.791700,0
2011-04-07,1.806000,1.824500,1.795200,1.817900,1.817900,0
2011-04-14,1.813200,1.817200,1.769700,1.782100,1.782100,0
2011-04-21,1.797200,1.810300,1.793700,1.809400,1.809400,0
2011-04-28,1.816500,1.832200,1.806200,1.821200,1.821200,0
2011-05-05,1.825200,1.833500,1.757000,1.773500,1.773500,0
2011-05-12,1.755200,1.776100,1.754000,1.775500,1.775500,0
2011-05-19,1.767200,1.771900,1.744000,1.758500,1.758500,0
2011-05-26,1.755700,1.779800,1.753300,1.777500,1.777500,0
2011-06-02,1.776100,1.806600,1.773000,1.801100,1.801100,0
2011-06-09,1.797900,1.801200,1.756200,1.776500,1.776500,0
2011-06-16,1.754800,1.776500,1.749800,1.772100,1.772100,0
2011-06-23,1.766700,1.783200,1.751000,1.779100,1.779100,0
2011-06-30,1.784800,1.785500,1.757000,1.771900,1.771900,0
2011-07-07,1.759100,1.759500,1.703400,1.711800,1.711800,0
2011-07-14,1.730000,1.736500,1.706900,1.722000,1.722000,0
2011-07-21,1.730400,1.746900,1.715500,1.745100,1.745100,0
2011-07-28,1.730500,1.733700,1.706700,1.712600,1.712600,0
2011-08-04,1.728900,1.747700,1.713800,1.736100,1.736100,0
2011-08-11,1.724200,1.742300,1.715200,1.728500,1.728500,0
2011-08-18,1.734500,1.744500,1.730300,1.736900,1.736900,0
2011-08-25,1.738100,1.755900,1.730400,1.740400,1.740400,0
2011-09-01,1.729800,1.730700,1.692700,1.694300,1.694300,0
2011-09-08,1.700700,1.709000,1.667900,1.695900,1.695900,0
2011-09-15,1.708900,1.749000,1.702500,1.726100,1.726100,0
2011-09-22,1.749200,1.764500,1.734800,1.743300,1.743300,0
2011-09-29,1.757900,1.767800,1.728200,1.742100,1.742100,0
2011-10-06,1.737100,1.762600,1.729200,1.750400,1.750400,0
2011-10-13,1.759500,1.763700,1.738400,1.741600,1.741600,0
2011-10-20,1.743400,1.768700,1.739500,1.756900,1.756900,0
2011-10-27,1.759600,1.766600,1.734300,1.747000,1.747000,0
2011-11-03,1.751600,1.760400,1.738600,1.751700,1.751700,0
